result,topK,alpha,beta
0.018065415153278634,252.0,0.5090155916828913,1.3211353738564091
0.03160567294764429,43.0,0.20252393930250912,0.9203773949673912
0.04378088705163956,284.0,0.30963518670137447,0.3524702194922955
0.029486071255771382,298.0,0.17224216895581068,0.8004319812971081
0.024794427833407538,24.0,1.5644369116760615,0.6728056096959001
0.045835914175566816,19.0,0.1334644685856401,0.5362200449491026
0.04957124127920438,64.0,0.5404107519347416,0.2633751181402024
0.013431271558115495,38.0,0.20282717110688542,1.6938701668296694
0.02647193515229704,147.0,0.07725616696526005,0.8327858985817569
0.012104224777423536,39.0,1.660278144803422,1.6965641142072097
0.044171971049971996,131.0,0.8667324433026422,0.019999087430411178
0.047856858574303086,96.0,0.7241540946694108,0.279257561569888
0.045268248171112004,89.0,0.8758430722585611,0.053659729884700025
0.03947590842302048,96.0,1.17766528154963,0.32365651004201973
0.020340493916347135,195.0,0.6045760257591812,1.2595505441956634
0.03848113030856267,90.0,1.2123035308853995,0.3110336934176625
0.024035479613018194,179.0,0.6592696619331867,1.1291887067221742
0.017683550837575328,110.0,1.9270578520737576,0.5132270643258614
0.03909403295897068,59.0,1.1924467254402071,0.15895707285862393
0.012385353748185881,67.0,0.4793740494746849,1.9559049182062473
0.04420656882877547,181.0,0.7703907019057601,0.5669286255017787
0.04951897002655372,8.0,0.40088524852383983,0.4623968539432173
0.050446123385439044,8.0,0.4189267915338339,0.2851442000803139
0.04952390094025001,6.0,0.3911996174268088,0.1829999915054687
0.04438271381971193,8.0,0.00209707878207982,0.18113901635614826
0.04357704845294259,59.0,0.3697598604719926,0.6889168050849858
0.04306145303089961,68.0,1.0344806563944002,0.13178280582489718
0.05023312530518407,32.0,0.5841889277545043,0.4111788283815654
0.04807879205434855,121.0,0.5713846121841555,0.41405810528866627
0.041604210284571425,226.0,0.5460781029833898,0.6871983049043591
0.025413148805900176,37.0,0.9870123734514409,1.1416259083334153
0.050099234777488434,7.0,0.31758606965267777,0.23889423644673086
0.04939546306887064,28.0,0.26734548434715,0.21105335661741179
0.049787602815624575,52.0,0.45806846743349416,0.39561079421988943
0.03209553575609113,47.0,0.2800125217440501,0.9391307968340834
0.0506926523477285,21.0,0.43290700661033554,0.4110781245561372
0.03973968499231775,24.0,0.7379794054310962,0.8045762849643268
0.04654111510221729,21.0,0.26472282690034665,0.6171246533385795
0.03945631074455193,78.0,0.07171457351439123,0.003273599825934448
0.04082757298264934,242.0,0.15792531414423633,0.4397304990678558
0.049201086071922806,6.0,0.36071264147110027,0.1030586461296783
0.04990338731362581,49.0,0.4883235631523293,0.3810056345929494
0.050856120553759106,33.0,0.46586787229319027,0.3436271568889233
0.05012453149073282,33.0,0.6513170919934878,0.2678038500858621
0.048584282615043634,32.0,0.667123445583591,0.48971899040147926
0.04437954768928066,41.0,0.808920602006201,0.6155615732174952
0.04438611852476001,79.0,0.9777041144936475,0.32801194796365074
0.020568428551361387,18.0,0.6381880731787947,1.4867019098457157
0.03931559408424027,28.0,0.8987595727247959,0.7536232061275119
